date,prize_1st,prize_pre_3digit,prize_sub_3digits,prize_2digits,nearby_1st,prize_2nd,prize_3rd,prize_4th,prize_5th
2009-09-16,202912,[],"['166', '200', '353', '539']",48,"['202911', '202913']",[],"['374000', '640785', '685315', '718892', '818233']","['052829', '063802', '298105', '347821', '450022', '508455', '547246', '823505', '935378', '991793']","['002516', '003065', '020216', '021681', '029621', '078197', '088104', '088856', '096553', '103535', '157109', '166093', '166381', '175543', '195256', '207609', '220897', '277109', '319423', '342668', '343391', '371627', '448152', '500606', '528774', '530833', '545155', '549909', '551361', '607817', '621261', '626421', '686783', '689196', '702813', '703859', '760806', '764671', '773461', '775550', '825154', '836674', '845058', '903957', '904675', '910292', '922634', '956431', '973372', '980615']"
2009-09-01,015865,[],"['435', '446', '447', '924']",32,"['015864', '015866']",[],"['028923', '064025', '128893', '225850', '370610']","['134008', '517511', '663088', '709724', '782498', '834217', '835514', '875325', '891075', '969347']","['003075', '053956', '072842', '093066', '131409', '171436', '173674', '216923', '228063', '242093', '273964', '279151', '282327', '287814', '301202', '301896', '321304', '334686', '343119', '343636', '352303', '354690', '356544', '366977', '390194', '400666', '400792', '425602', '430629', '453979', '501922', '520736', '524191', '598753', '604087', '683445', '693747', '774144', '807407', '808154', '865385', '884524', '894083', '911489', '912804', '959614', '976990', '982614', '988669', '995584']"
2009-08-16,462933,[],"['292', '577', '658', '843']",96,"['462932', '462934']",[],"['545013', '716017', '751861', '821525', '961428']","['006641', '066948', '262729', '293285', '299784', '472861', '486008', '605750', '772965', '832494']","['017037', '027908', '058875', '063897', '074345', '086824', '102985', '136181', '201226', '242976', '245069', '263339', '281196', '319310', '322065', '322298', '324817', '350111', '377534', '378755', '399371', '426847', '451555', '461879', '484116', '565425', '569088', '577272', '605069', '630222', '634632', '676050', '704810', '742018', '748775', '757254', '775317', '827293', '870825', '881085', '911279', '911779', '922775', '935988', '942527', '957402', '971471', '983046', '987031', '990645']"
2009-08-01,154986,[],"['239', '374', '421', '688']",92,"['154985', '154987']",[],"['013827', '489881', '891645', '946096', '955710']","['018503', '144529', '218411', '218976', '461849', '606956', '676084', '723401', '852314', '936196']","['0003', '004039', '019016', '019359', '042932', '060382', '076412', '080209', '121960', '128911', '137497', '164795', '186762', '187769', '241890', '245192', '328485', '393368', '402511', '402729', '424008', '432981', '445951', '471620', '492012', '512046', '512949', '556321', '649668', '657256', '664736', '675796', '677949', '702150', '712012', '716043', '723614', '741412', '783157', '785729', '795475', '812115', '818566', '843736', '858371', '871449', '903307', '923523', '957048', '962466']"
2009-07-16,000816,[],"['005', '177', '356', '836']",94,"['000815', '000817']",[],"['169964', '292125', '373983', '533197', '944511']","['082354', '261753', '510745', '692173', '792039', '805155', '866501', '930331', '943298', '981253']","['008837', '036184', '037821', '085420', '165019', '165512', '187110', '191200', '194142', '195492', '222653', '234097', '241565', '252275', '276987', '291522', '315259', '318365', '324019', '332537', '392298', '472199', '474072', '474425', '477518', '488339', '490220', '492112', '511487', '568958', '600917', '601409', '635607', '641501', '659611', '724932', '727376', '738005', '760339', '784534', '830421', '840504', '848138', '903730', '921590', '921885', '923059', '939234', '958699', '958853']"
2009-07-01,207542,[],"['107', '233', '385', '799']",66,"['207541', '207543']",[],"['057931', '148595', '372360', '660771', '854532']","['069646', '101458', '138560', '160422', '178364', '212227', '263757', '394044', '832422', '914839']","['006464', '035143', '037449', '046277', '074668', '091634', '097019', '112534', '124836', '154201', '159020', '166798', '174100', '186266', '216252', '220188', '243634', '260303', '313656', '331776', '341468', '424369', '449991', '480645', '485442', '493439', '495357', '505059', '547542', '602956', '611211', '620490', '624057', '633633', '645220', '674561', '702185', '711343', '725466', '763516', '794465', '797588', '823527', '900350', '914814', '931894', '960060', '971094', '991584', '992634']"
2009-06-16,930456,[],"['044', '125', '179', '954']",15,"['930455', '930457']",[],"['404322', '496026', '563812', '599972', '944693']","['016634', '156055', '248234', '275861', '374183', '396599', '611009', '737165', '759581', '762411']","['063878', '108834', '119821', '142421', '178097', '199090', '266392', '271946', '308661', '313359', '327618', '331333', '384519', '398953', '399984', '440092', '451163', '452188', '470990', '491881', '523097', '557206', '588557', '600884', '613069', '614586', '615899', '632747', '652342', '682443', '697347', '754833', '757991', '785336', '792912', '817081', '827400', '843075', '877357', '882616', '884880', '898049', '901627', '941003', '949080', '950600', '971419', '984698', '990764', '997701']"
2009-06-01,777661,[],"['097', '240', '242', '642']",26,"['777660', '777662']",[],"['069034', '336089', '357011', '406800', '660339']","['015767', '075604', '076538', '135440', '422093', '718343', '764640', '907953', '997890', '999524']","['003551', '006307', '037556', '065585', '095415', '104823', '191683', '201322', '202312', '208958', '219071', '226723', '234224', '248587', '258492', '261755', '297807', '347154', '365885', '373688', '389269', '389908', '408665', '411056', '412241', '412819', '476373', '495640', '511224', '512859', '528138', '547752', '554405', '656305', '657096', '668173', '675316', '694378', '695120', '731374', '781542', '798941', '805801', '819396', '862943', '877879', '878022', '913583', '916953', '938856']"
2009-05-16,111411,[],"['362', '368', '838', '892']",54,"['111410', '111412']",[],"['042920', '312702', '424777', '567219', '710109']","['072271', '209193', '225220', '371790', '503463', '669394', '676949', '756173', '768124', '880494']","['005534', '011858', '015581', '021266', '034938', '257359', '296914', '339747', '381026', '395413', '403604', '411836', '426856', '435033', '437596', '454317', '483056', '486766', '499224', '544448', '584097', '601788', '610331', '620334', '652225', '655294', '657975', '670746', '704485', '710048', '713612', '721291', '731422', '743338', '785133', '792057', '796233', '800724', '802024', '816087', '819179', '820297', '821361', '833155', '887926', '897305', '901945', '917691', '922899', '968784']"
2009-05-02,294452,[],"['222', '301', '549', '947']",11,"['294451', '294453']",[],"['397243', '575881', '743024', '947426', '956689']","['119312', '144318', '186679', '598818', '600087', '611053', '616014', '730739', '835338', '922594']","['001190', '052938', '065664', '104623', '106770', '119205', '169309', '185049', '204960', '211712', '248951', '260173', '264298', '277417', '279849', '281760', '283243', '373818', '408783', '413456', '417620', '467941', '516812', '523894', '529688', '539291', '544386', '546292', '555133', '582349', '603848', '613060', '614044', '667420', '676985', '680001', '698567', '701811', '704804', '758071', '777505', '798930', '826407', '828271', '842754', '849447', '878833', '887563', '896442', '966593']"
2009-04-16,368415,[],"['007', '179', '570', '954']",33,"['368414', '368416']",[],"['039886', '113102', '287508', '786725', '905768']","['021766', '136036', '148438', '465704', '473749', '639968', '744606', '767554', '867174', '874835']","['033994', '060555', '097500', '113823', '113870', '119834', '132690', '151677', '160228', '173746', '214464', '286620', '292073', '292412', '306444', '310404', '313855', '318803', '357039', '361050', '422113', '424476', '460546', '461815', '475511', '491523', '500761', '501623', '546709', '565570', '663756', '671649', '699490', '701510', '710434', '722713', '744999', '745966', '761602', '766986', '781810', '784858', '832836', '845688', '847591', '900411', '917714', '945425', '992757', '994901']"
2009-04-01,816578,[],"['044', '113', '363', '572']",50,"['816577', '816579']",[],"['204159', '282926', '747871', '818187', '872680']","['023722', '130765', '296243', '373498', '550707', '577685', '723308', '853328', '871331', '893711']","['024598', '088987', '110939', '113680', '117784', '131318', '133806', '163167', '166705', '167839', '199080', '202544', '208445', '240912', '306012', '360303', '380171', '401757', '436349', '438370', '461111', '466949', '468012', '476552', '486094', '490684', '535893', '577292', '584958', '595064', '597785', '599169', '603118', '642501', '643771', '644609', '646957', '660382', '702532', '715288', '740709', '790968', '793701', '831094', '857877', '863949', '883455', '890864', '905189', '946293']"
2009-03-16,268812,[],"['063', '228', '424', '929']",36,"['268811', '268813']",[],"['076474', '799644', '812278', '836291', '948090']","['381600', '458414', '494880', '630395', '703786', '736823', '754070', '851982', '867614', '971573']","['007600', '016161', '022586', '030905', '062529', '072231', '088200', '124843', '250230', '263236', '345891', '353059', '359805', '423718', '440252', '443338', '482570', '484378', '523828', '542741', '653572', '656211', '657121', '657129', '674308', '675918', '681420', '682952', '689430', '703317', '718030', '722417', '732240', '746040', '754709', '759389', '774545', '777562', '797339', '803594', '824697', '827800', '829808', '831345', '847176', '932628', '932720', '942211', '945400', '980535']"
2009-03-01,553091,[],"['224', '238', '295', '665']",67,"['553090', '553092']",[],"['401910', '556619', '568325', '728085', '868141']","['009029', '049531', '076688', '195889', '247221', '340967', '538670', '581814', '682660', '960482']","['005821', '008478', '010476', '012242', '031115', '094858', '104953', '108612', '125461', '159792', '164115', '174363', '177919', '239922', '299790', '302584', '327631', '341816', '399660', '404228', '419764', '457472', '463080', '464850', '474741', '504904', '511381', '521413', '527895', '556183', '557334', '626908', '639971', '650664', '661945', '732718', '740058', '751438', '771167', '794798', '800870', '818630', '837513', '846668', '870071', '870291', '919706', '924205', '937620', '959356']"
2009-02-16,038730,[],"['115', '434', '939', '961']",93,"['038729', '038731']",[],"['029453', '037616', '122799', '639439', '864569']","['073164', '171135', '216209', '260453', '491664', '531130', '544578', '756798', '836031', '841870']","['022574', '052948', '058508', '090483', '097013', '102215', '137675', '163110', '165032', '190512', '201507', '218230', '240754', '266777', '303024', '303679', '313176', '320519', '346421', '347182', '368229', '392172', '413786', '417861', '432270', '459498', '485354', '489270', '511372', '565630', '566846', '576912', '617545', '622575', '625009', '649704', '650496', '651969', '653614', '794932', '800489', '801123', '852649', '889741', '894212', '905931', '935884', '952653', '983029', '995788']"
2009-02-01,534533,[],"['015', '427', '660', '777']",69,"['534532', '534534']",[],"['039319', '666064', '783634', '808482', '911892']","['015433', '100135', '332515', '410131', '754504', '766247', '771024', '776943', '907875', '931431']","['018478', '039720', '071927', '082727', '110442', '120644', '124492', '177820', '178505', '191097', '213636', '222414', '235075', '257174', '258008', '287230', '291566', '293433', '351753', '395088', '422657', '437428', '439085', '475100', '506385', '578362', '596006', '620248', '626285', '635717', '645271', '711167', '720982', '763025', '769516', '779090', '780242', '782067', '793434', '796259', '801791', '802532', '832373', '838293', '838845', '884442', '902853', '927370', '935894', '985020']"
2009-01-16,743212,[],"['266', '800', '842', '885']",25,"['743211', '743213']",[],"['087412', '209911', '272148', '596135', '956610']","['342847', '397382', '554136', '565115', '575597', '595721', '786447', '831862', '903390', '992324']","['007633', '038059', '064096', '068099', '071556', '107335', '118816', '129176', '135304', '142153', '170152', '179411', '251164', '252897', '261147', '266849', '324485', '348359', '398206', '404754', '416651', '437497', '448353', '450969', '503018', '528216', '542927', '553574', '600733', '615440', '646074', '663785', '683051', '738783', '744225', '779536', '812474', '822004', '822403', '846862', '849748', '855927', '856167', '859948', '959899', '969544', '983814', '990668', '998272', '999183']"
2008-12-30,218596,[],"['094', '197', '831', '984']",22,"['218595', '218597']",[],"['254090', '269116', '287416', '800040', '949530']","['000214', '227892', '343418', '347638', '596318', '727395', '937744', '937831', '973983', '993207']","['013830', '074654', '092398', '102448', '131938', '144202', '148404', '156467', '177994', '201973', '228680', '236117', '242342', '319876', '327349', '327374', '329349', '372338', '415577', '428906', '431630', '442271', '515532', '564506', '579790', '593702', '595906', '596424', '604676', '609995', '623118', '628529', '704095', '732989', '765373', '790322', '809566', '820166', '845715', '847823', '863445', '910554', '931506', '934959', '946792', '967036', '976626', '983225', '983381', '991874']"
2008-12-16,074114,[],"['305', '715', '803', '959']",25,"['074113', '074115']",[],"['253526', '505237', '527546', '684004', '852122']","['016667', '017877', '090504', '328749', '331880', '486233', '657629', '743189', '803813', '961153']","['039745', '085082', '131265', '147728', '170092', '205847', '214514', '231193', '243565', '259588', '265006', '298823', '301831', '309139', '325407', '339209', '344653', '351044', '351482', '364991', '418548', '450275', '473958', '490757', '493261', '496461', '572269', '633510', '688665', '699170', '700917', '704311', '738792', '758937', '771742', '792598', '805488', '808630', '845323', '870370', '872304', '874792', '900925', '903754', '922323', '926903', '945640', '953488', '967251', '995210']"
2008-12-01,205434,[],"['013', '260', '617', '957']",05,"['205433', '205435']",[],"['077096', '330423', '388391', '616986', '826882']","['114480', '192655', '408307', '421301', '421332', '467155', '527903', '686512', '770293', '906587']","['577167', '587707', '049413', '059727', '076747', '081898', '082156', '105826', '123690', '123924', '174926', '180381', '228302', '253862', '254892', '270184', '294755', '349109', '353338', '413466', '460689', '470063', '586131', '598510', '610134', '612580', '614544', '616108', '630233', '659085', '661556', '693419', '706073', '717360', '724687', '736497', '755151', '755969', '763645', '768586', '785230', '812184', '815334', '825128', '877804', '929806', '936642', '961849', '993284', 'xxxxxx']"
2008-11-16,002612,[],"['068', '589', '824', '877']",20,"['002611', '002613']",[],"['068339', '076845', '453662', '598255', '772978']","['114327', '171975', '240543', '468332', '581440', '643909', '806820', '837995', '887312', '935695']","['018837', '054913', '059019', '063200', '142376', '155453', '162770', '168385', '192240', '258959', '275394', '291511', '324313', '340964', '343218', '355753', '398488', '450193', '451070', '465152', '476738', '481034', '487847', '498709', '502169', '506641', '508152', '511850', '519606', '543145', '559043', '569312', '579856', '586473', '643385', '699751', '720905', '752269', '791761', '796815', '797306', '817160', '845415', '914244', '928221', '963599', 'xxxxxx', 'xxxxxx', 'xxxxxx', 'xxxxxx']"
2008-11-01,272028,[],"['285', '333', '421', '929']",76,"['272027', '272029']",[],"['176156', '211709', '250879', '686108', '753326']","['142676', '241781', '462873', '602707', '642077', '665761', '757472', '781397', '854333', '974941']","['033150', '043676', '066192', '083104', '103027', '103540', '110818', '142257', '150047', '183131', '194683', '197073', '240327', '243924', '262792', '279346', '333202', '354418', '373131', '377250', '396474', '407821', '426899', '473560', '499582', '509055', '535736', '543108', '568847', '595922', '609826', '624087', '625442', '653804', '656132', '657800', '674435', '703925', '778438', '801461', '818092', '830294', '832599', '855787', '912797', '922377', '922459', '933416', '970389', '976528']"
2008-10-16,431277,[],"['324', '526', '644', '648']",98,"['431276', '431278']",[],"['281421', '344982', '614680', '824971', '950619']","['080307', '099802', '112052', '118020', '152575', '162857', '311023', '767448', '940098', '943875']","['006679', '029438', '042143', '054537', '056080', '063429', '129369', '130356', '147792', '162940', '185700', '210761', '231402', '231600', '282557', '302076', '314357', '366469', '374363', '382375', '394760', '409129', '424515', '439360', '497476', '557599', '560954', '626588', '643935', '648589', '683645', '690983', '763828', '795255', '799132', '808279', '809939', '811216', '822733', '838916', '846991', '859683', '898169', '902626', '936153', '945843', '946051', '946834', '973974', '993951']"
2008-10-01,882911,[],"['204', '302', '311', '395']",67,"['882910', '882912']",[],"['025622', '061332', '367139', '573315', '876288']","['021036', '044914', '143714', '220949', '242238', '264757', '502313', '581388', '626966', '788755']","['006883', '031218', '049355', '081899', '092008', '111345', '148672', '210837', '228499', '229995', '267914', '282039', '325995', '338113', '359946', '372832', '375765', '385179', '385726', '391828', '392215', '425794', '440880', '468437', '477873', '480617', '489153', '494255', '503380', '544780', '556684', '586409', '591051', '654113', '654353', '682022', '685396', '697542', '709866', '732482', '739894', '801726', '811739', '829139', '835682', '838732', '850756', '894938', '902244', '999763']"
2008-09-16,012377,[],"['378', '534', '557', '691']",56,"['012376', '012378']",[],"['562166', '637500', '749293', '752246', '972908']","['142490', '299991', '308774', '345473', '366661', '378965', '796727', '861905', '917790', '926271']","['024456', '033706', '057413', '062708', '096856', '118560', '119351', '138230', '143905', '162000', '189089', '190347', '202525', '237886', '238442', '239364', '288057', '289001', '309923', '317566', '338673', '372112', '396929', '454972', '473461', '473738', '496020', '505079', '545660', '564979', '583177', '596930', '597702', '660078', '685778', '700746', '764496', '785435', '843085', '859159', '883974', '897227', '913588', '925278', '937107', '940343', '945942', '957980', '977826', '984158']"
2008-09-01,695993,[],"['027', '206', '413', '904']",09,"['695992', '695994']",[],"['100141', '166340', '257676', '845706', '960743']","['152556', '247380', '406260', '445506', '500931', '586784', '645282', '897367', '905083', '908585']","['025060', '029178', '040899', '051937', '080125', '084429', '125622', '141409', '167344', '211332', '219701', '239479', '244174', '245801', '251589', '255631', '283550', '294884', '311169', '344787', '359822', '371296', '416601', '423055', '429735', '463062', '466957', '469939', '475760', '501507', '572711', '596510', '602641', '622083', '661318', '664894', '680299', '700807', '715827', '725036', '742847', '746180', '754314', '782521', '810392', '836264', '867700', '900425', '911516', '990915']"
2008-08-16,380377,[],"['161', '445', '457', '744']",36,"['380376', '380378']",[],"['044951', '075669', '130909', '789868', '846233']","['162982', '256271', '294456', '463608', '574496', '665973', '691974', '720613', '721821', '811329']","['079669', '119261', '121334', '151155', '160550', '177226', '194462', '206374', '232665', '234830', '262979', '282902', '299899', '304093', '309467', '324173', '326190', '333834', '351591', '359212', '383890', '400728', '403605', '419996', '424130', '505365', '561065', '583113', '634368', '653417', '691467', '701543', '706799', '714285', '714589', '715894', '761563', '793464', '813490', '876768', '883231', '897537', '898040', '899290', '908926', '921290', '931735', '948816', '968486', '987608']"
2008-08-01,850348,[],"['236', '386', '408', '913']",11,"['850347', '850349']",[],"['248913', '494135', '683798', '709418', '801512']","['016680', '344350', '458554', '461752', '721601', '774432', '811050', '848650', '924154', '976023']","['032640', '052953', '080111', '111180', '156008', '161244', '162414', '172861', '180259', '189292', '189567', '195148', '212003', '213602', '239045', '273454', '276930', '288688', '308912', '341436', '377061', '416530', '427970', '437019', '439072', '441029', '457280', '481170', '481348', '504093', '512774', '515136', '537319', '563234', '582351', '646075', '683419', '693843', '737783', '743444', '765272', '821954', '851070', '859195', '872771', '932405', '944222', '963624', '963862', '994804']"
2008-07-16,257374,[],"['344', '401', '486', '576']",41,"['257373', '257375']",[],"['342933', '401597', '684568', '715935', '865578']","['037799', '076072', '249499', '349490', '423667', '539376', '559482', '607969', '725044', '740008']","['003876', '081280', '151358', '245303', '340554', '415530', '498906', '696329', '717558', '771445', '034166', '112335', '172461', '255142', '359946', '433847', '514670', '696421', '740101', '847518', '034917', '122560', '189392', '255609', '362940', '450625', '606532', '700293', '742770', '871233', '039455', '123666', '233172', '321488', '362966', '459353', '642952', '715643', '761011', '921596', '077002', '132910', '240653', '339796', '363598', '477671', '666415', '716172', '771393', '938239']"
2008-07-01,943671,[],"['096', '287', '490', '523']",50,"['943670', '943672']",[],"['022606', '101572', '456836', '642100', '870893']","['121965', '140058', '151077', '357627', '539786', '572155', '697384', '800920', '828136', '846222']","['008791', '009954', '037474', '041208', '045935', '051949', '131093', '131323', '173763', '185678', '221446', '252905', '285784', '291620', '301573', '316666', '346729', '353795', '368473', '375345', '376828', '387151', '424926', '429384', '432818', '450921', '482071', '486737', '541271', '635719', '649914', '655953', '687800', '703524', '732315', '737392', '779914', '797412', '821808', '827287', '847462', '863307', '874784', '879743', '888146', '901608', '911787', '963661', '978942', '986013']"
2008-06-16,729111,[],"['339', '345', '639', '870']",75,"['729110', '729112']",[],"['081900', '232624', '349988', '819218', '888329']","['150351', '417694', '521460', '533337', '621155', '693845', '793413', '797241', '978589', '994894']","['013539', '047628', '057030', '100808', '120685', '139227', '144879', '168691', '169831', '182674', '203822', '211969', '224948', '232787', '255101', '265078', '277056', '282638', '283771', '332418', '385772', '395489', '422235', '428609', '430361', '456096', '515127', '553822', '568260', '579565', '605932', '615159', '637481', '697436', '747959', '749399', '808768', '810178', '830246', '844143', '849258', '852261', '863189', '864889', '884765', '931045', '954956', '962996', '967704', '999750']"
2008-06-01,414875,[],"['370', '666', '747', '916']",35,"['414874', '414876']",[],"['096634', '233468', '481670', '605926', '725389']","['064672', '066623', '123200', '245659', '507294', '565864', '602748', '695436', '737884', '920486']","['030103', '031218', '034418', '048290', '069026', '070000', '115161', '139477', '170442', '180475', '196157', '197335', '213634', '221153', '221956', '240954', '255425', '258817', '276939', '285604', '290074', '300801', '304482', '349833', '367419', '376197', '406552', '416318', '441003', '471719', '510064', '635457', '661031', '680954', '683021', '692788', '696111', '698255', '700592', '736639', '779210', '782808', '807784', '850876', '854149', '860906', '872592', '896621', '900392', '932591']"
2008-05-16,329231,[],"['193', '120', '355', '214']",69,"['329230', '329232']",[],"['018455', '020460', '051006', '457024', '494700']","['054263', '227831', '320335', '452805', '502409', '526105', '723411', '816163', '828900', '993013']","['016924', '039345', '095482', '108132', '123943', '130586', '133194', '134478', '147631', '172391', '226972', '252671', '257148', '312065', '318855', '330146', '332195', '383177', '385511', '391182', '402938', '434733', '477430', '502584', '507774', '508082', '546492', '561961', '567746', '612984', '650988', '730188', '741562', '756173', '778899', '784477', '795427', '800459', '807665', '811272', '831384', '866917', '878207', '908402', '915603', '926269', '935946', '954888', '982252', '992520']"
2008-05-02,453011,[],"['001', '133', '001', '792']",62,"['453010', '453012']",[],"['535227', '258792', '545038', '125887', '879166']","['232761', '010761', '385714', '689471', '139540', '237000', '420151', '912577', '383811', '517982']","['012837', '027958', '039340', '067020', '073519', '088843', '093761', '098219', '101994', '120449', '150630', '163909', '171048', '177597', '200857', '220681', '290363', '304352', '304600', '360719', '376906', '393157', '402429', '429386', '440851', '456097', '460552', '489592', '521958', '534136', '542412', '553225', '567654', '577771', '626261', '634265', '655939', '661350', '675152', '737178', '738650', '760762', '781409', '784179', '785981', '789736', '799945', '809231', '819211', '846852']"
2008-04-16,982800,[],"['008', '043', '584', '802']",64,"['982799', '982801']",[],"['150056', '307485', '623373', '772113', '983890']","['043089', '055612', '112855', '194447', '324196', '374313', '441536', '590647', '603436', '913450']","['020987', '045380', '047598', '082633', '085001', '098311', '103878', '121307', '126954', '185771', '193425', '256122', '257701', '282422', '302960', '314718', '329169', '379534', '396641', '401630', '402092', '409359', '415338', '439335', '440133', '448190', '457069', '478254', '505912', '528219', '541798', '598625', '616632', '619377', '630136', '658054', '669365', '725552', '747019', '765941', '781634', '795299', '796356', '824146', '826081', '827955', '853300', '884500', '906637', '945977']"
2008-04-01,012653,[],"['124', '195', '200', '586']",71,"['012652', '012654']",[],"['135506', '594608', '600082', '602041', '769902']","['013666', '027971', '054925', '354949', '379450', '382713', '427280', '587290', '812496', '868646']","['013376', '021605', '026309', '028527', '030932', '034843', '084755', '101064', '128099', '157226', '175593', '204109', '227742', '231134', '251066', '269981', '277432', '333949', '342564', '363079', '369029', '462334', '478769', '546658', '552197', '580044', '586936', '607267', '634047', '647043', '732592', '734285', '739801', '755221', '760814', '765591', '811046', '827160', '841225', '848937', '851828', '860375', '868067', '896598', '923866', '928242', '934136', '959643', '976984', '980981']"
2008-03-16,074946,[],"['077', '974', '085', '158']",33,"['074945', '074947']",[],"['164438', '167700', '298758', '652395', '742304']","['121947', '127079', '231975', '233780', '259577', '284571', '339022', '381825', '463877', '518500']","['011669', '038664', '115572', '132339', '151044', '165858', '174568', '175064', '190776', '220660', '238224', '250629', '252517', '265384', '295017', '299253', '375062', '388621', '390040', '394864', '397752', '400543', '410971', '416274', '422415', '477256', '479681', '480154', '490788', '549205', '550416', '712681', '716619', '724104', '762528', '789251', '810989', '833924', '848542', '867998', '878266', '888404', '888652', '890260', '913022', '927517', '930295', '952408', '975574', '988811']"
2008-03-01,936685,[],"['056', '085', '371', '691']",05,"['936684', '936686']",[],"['036610', '461812', '468326', '925656', '949383']","['063642', '259261', '305520', '396448', '418879', '490787', '631450', '754519', '835549', '847908']","['003509', '017631', '021263', '034223', '092318', '103098', '103961', '114759', '128362', '163446', '164608', '182171', '184028', '202390', '210941', '253692', '255877', '269701', '277608', '386322', '387309', '417643', '425968', '491450', '544108', '549050', '584545', '594643', '622619', '628964', '636865', '684055', '696929', '713672', '730226', '733041', '736033', '736951', '828680', '836252', '862614', '868604', '876386', '883537', '888835', '939671', '939914', '969913', '985092', '995299']"
2008-02-16,137054,[],"['344', '512', '630', '892']",80,"['137053', '137055']",[],"['121350', '382340', '636700', '852781', '895660']","['031362', '058739', '160005', '342122', '418154', '457652', '564885', '601264', '766634', '991525']","['010557', '035028', '088249', '226568', '233388', '246116', '254935', '255326', '267153', '275055', '278009', '280374', '294766', '327074', '328095', '334979', '336784', '343880', '380973', '413856', '415687', '437085', '450689', '464933', '467385', '516273', '526304', '536707', '561457', '566679', '613485', '616081', '696078', '703597', '725142', '768307', '776919', '797254', '801211', '805806', '811633', '822682', '840313', '860177', '877266', '907552', '928077', '966293', '970264', '989587']"
2008-02-01,212684,[],"['311', '472', '732', '796']",26,"['212683', '212685']",[],"['141994', '178839', '280031', '494946', '690715']","['120195', '160954', '277212', '530379', '674628', '677649', '713229', '784679', '854543', '967670']","['009048', '024745', '046717', '139077', '157712', '161516', '175520', '178737', '191803', '227758', '240005', '242933', '261446', '265662', '293838', '315696', '353086', '367973', '374475', '412654', '431628', '433700', '445968', '457435', '470375', '517747', '522639', '547573', '555859', '569939', '595435', '596018', '641606', '644786', '664760', '698998', '700408', '736864', '748866', '751662', '770119', '770529', '783217', '840857', '845608', '862985', '939519', '942594', '958533', '973186']"
2008-01-16,556010,[],"['413', '548', '942', '965']",81,"['556011', '556009']",[],"['202050', '225627', '403619', '452222', '600007']","['042455', '278838', '441894', '555549', '710785', '865973', '897405', '911632', '926806', '956459']","['003879', '011200', '032784', '039320', '048622', '070976', '087215', '099526', '128568', '138343', '181812', '183136', '210490', '212364', '218770', '227241', '229950', '377657', '382334', '387494', '405429', '418860', '448402', '494983', '496771', '521467', '566881', '578760', '588707', '595362', '596679', '600336', '613371', '655093', '690072', '723905', '780145', '812227', '813554', '837712', '843043', '886393', '886934', '895232', '928473', '929398', '931536', '964802', '976924', '983884']"
2007-12-30,595411,[],"['267', '490', '741', '787']",81,"['159541', '595412']",[],"['096352', '475790', '554026', '640389', '664166']","['068426', '281618', '433775', '544761', '601089', '627242', '670767', '905828', '911213', '937016']","['000627', '070197', '087623', '109899', '145378', '221989', '239631', '244419', '266700', '279503', '289654', '298722', '300890', '314213', '327313', '332900', '336065', '344497', '359930', '364559', '388066', '389478', '414854', '420235', '420702', '479388', '527205', '527270', '543238', '587551', '594169', '604751', '609466', '609620', '612484', '612669', '645009', '669702', '687804', '690796', '692395', '785367', '835662', '848485', '900920', '910833', '947664', '947832', '968720', '981806']"
2007-12-16,513501,[],"['425', '432', '460', '702']",96,"['151350', '513502']",[],"['516782', '605291', '725318', '839197', '865606']","['044626', '121098', '198394', '357888', '403764', '439671', '476951', '568590', '571813', '911261']","['000251', '003438', '038845', '039350', '063963', '078378', '081563', '089479', '090525', '113990', '151974', '184397', '232776', '251030', '252474', '258369', '260385', '267342', '268875', '292358', '300213', '304575', '336147', '345125', '359040', '374233', '377695', '382050', '467596', '475008', '534933', '566963', '575822', '635644', '658524', '688066', '705177', '714371', '761063', '806897', '848466', '900891', '903216', '930038', '939659', '942741', '962272', '973495', '988431', '996457']"
2007-11-16,562481,[],"['130', '198', '752', '844']",73,"['156248', '562482']",[],"['199369', '336120', '355842', '612981', '953231']","['110918', '162874', '185833', '282748', '291944', '460561', '506406', '578120', '836000', '873367']","['078107', '111851', '117601', '146349', '186249', '193019', '200507', '205455', '222715', '225726', '233415', '248274', '254017', '265138', '347515', '349074', '387770', '390088', '414328', '432232', '432240', '445423', '468868', '499135', '518597', '559629', '567012', '600053', '638920', '646689', '657202', '675822', '696858', '716672', '717699', '726346', '734881', '749400', '751451', '751939', '754595', '795914', '822851', '829864', '843708', '853399', '871108', '938242', '977964', '992752']"
2007-11-01,927907,[],"['213', '277', '524', '648']",88,"['192790', '927908']",[],"['022019', '297392', '307599', '391781', '533515']","['011886', '152808', '322133', '324666', '609474', '633274', '726093', '750887', '755791', '848203']","['023097', '024917', '059859', '069661', '078425', '090595', '099798', '110752', '113662', '131288', '135025', '148336', '148774', '171857', '193799', '250061', '289024', '308458', '310437', '346874', '368481', '388247', '388500', '415369', '423703', '424900', '441618', '454459', '470209', '519306', '522701', '597177', '604598', '627192', '629508', '654166', '654325', '695677', '719608', '731644', '765846', '780092', '790334', '817338', '882248', '917568', '929536', '950978', '958408', '962830']"
